Do Nothing Steps, Advanced Win Rate, Advanced Score, One Step Score, Random Score
535.0,0,2.0,0.0,0.0
803.0,0,11.1,0.0,7.0
0.0,1,1.0,1.0,1.0
0.0,1,1.0,1.0,1.0
2000.0,0,1.0,1.0,1.0
2000.0,0,0.0,0.0,0.0
115.0,0,3.3,0.0,0.6
227.0,0,0.4,0.0,0.3
155.0,1,10.2,10.0,1.2
5.0,0,0.5,0.7,0.0
471.0,0,3.4,2.0,0.4
89.0,0,13.9,0.0,0.0
0.0,1,1.0,1.0,1.0
53.0,0,0.3,0.0,0.0
0.0,1,1.0,1.0,1.0
