Do Nothing Steps, Advanced Win Rate, Advanced Score, One Step Score, Random Score
1000.0,1,1.0,1.0,-0.8
0.0,1,1.0,1.0,1.0
0.0,1,1.0,1.0,1.0
1000.0,1,1.0,0.0,-1.0
1000.0,0,0.0,0.0,0.0
1000.0,0,0.0,0.0,0.0
1000.0,0,0.0,-0.1,-1.0
1000.0,1,1.0,1.0,1.0
1000.0,0,0.8,-0.1,-1.0
1000.0,0,1.9,0.2,-0.6
1000.0,1,1.0,0.0,-1.0
1000.0,1,2.0,0.0,-0.2
1000.0,1,1.0,0.0,-0.8
0.0,1,1.0,1.0,1.0
0.0,1,1.0,1.0,1.0
