Do Nothing Steps, Advanced Win Rate, Advanced Score, One Step Score, Random Score
587.0,1,64.0,53.9,30.3
0.0,1,1.0,1.0,1.0
0.0,1,1.0,1.0,1.0
0.0,1,1.0,1.0,1.0
683.0,1,62.3,52.3,41.3
770.0,1,136.4,111.8,49.6
555.0,1,67.6,47.9,32.5
689.0,0,60.2,51.3,31.8
683.0,1,67.2,40.2,28.3
474.0,1,65.7,50.0,45.0
271.0,1,135.1,92.9,25.9
474.0,1,58.9,45.6,29.0
587.0,1,59.1,51.2,40.5
587.0,1,57.7,51.1,32.8
0.0,1,1.0,1.0,1.0
