Do Nothing Steps, Advanced Win Rate, Advanced Score, One Step Score, Random Score
0.0,1,1.0,1.0,1.0
2000.0,0,19.4,26.4,19.1
683.0,1,68.5,57.2,37.2
770.0,1,140.4,120.3,51.6
0.0,1,1.0,1.0,1.0
683.0,1,57.4,48.5,34.9
2000.0,0,24.0,27.1,7.3
346.0,1,97.1,70.1,52.7
0.0,1,1.0,1.0,1.0
423.0,1,102.1,81.4,36.2
141.0,1,67.6,54.1,43.7
107.0,0,6.7,4.0,1.6
0.0,1,1.0,1.0,1.0
0.0,1,1.0,1.0,1.0
0.0,1,1.0,1.0,1.0
